학년,전공,교과코드-구분,과목명,학점,담당교수,시간,강의실
2,전공필수,ACEN331-002,재료역학1,3,최중섭,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-222
2,전공필수,ACEN331-003,재료역학1,3,최중섭,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-107
2,전공필수,CHME244-001,열역학1,3,이주성,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-222
2,전공,MECH225-005,동역학,3,김현기,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-107
2,전공필수,PMEN263-001,정밀금속재료,3,김현준,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-222
2,전공필수,PMEN293-001,정밀기전공학및실습1,3,김태욱,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-307
2,전공필수,PMEN293-002,정밀기전공학및실습1,3,김태욱,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제7호관-307
3,전공,AMEN331-001,내연기관 및 실습,3,명병수,"화1A,1B 2A,2B",상주캠퍼스 제7호관-317
3,전공,AMEN331-002,내연기관 및 실습,3,명병수,"수6A,6B 7A,7B",상주캠퍼스 제7호관-107
3,전공,CHEN345-003,열전달,3,이주성,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-222
3,전공,MECH359-001,기계공작법,3,김현준,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-222
3,전공,PMEN265-001,정밀센서공학및실습,3,김재진,"목1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-305
3,전공,PMEN265-002,정밀센서공학및실습,3,김재진,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제7호관-305
3,전공,PMEN266-001,정밀기계부품설계,3,김진현,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-107
3,전공,PMEN287-001,공학프로그래밍및실습,3,문두환,"월6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제7호관-102
4,전공,PMEN273-001,정밀동력시스템제어및실습,3,명병수,"월6A,6B 7A,7B",상주캠퍼스 제7호관-107
4,전공,PMEN273-002,정밀동력시스템제어및실습,3,명병수,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제7호관-317
4,전공,PMEN274-001,재료거동학,3,김현준,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-222
4,전공,PMEN275-001,차량공학및실습,3,최중섭,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-107
4,전공,PMEN276-001,공장자동화및실습,3,김현기,"목1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-107
4,전공,PMEN288-001,정밀기계창의설계1,3,김진현,"화1A,1B 2A,2B",상주캠퍼스 제7호관-107
*,교양,CLTR032-006,일어 I,3,이정희,"금1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-404
*,교양,CLTR033-002,일어 II,3,윤유찬,"금4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-404
1,교양,CLTR017-018,실용한자,3,이지혜,"월1A,1B,2A 2B,3A,3B",상주캠퍼스 제9호관-101
1,교양,CLTR211-044,수학 I,3,배용주,"수4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-305
1,교양,CLTR213-036,물리학 I,3,서장호,"수7A,7B,8A 8B,9A,9B",상주캠퍼스 제9호관-101
1,교양,CLTR223-036,물리학실험 I,1,배홍섭,"월8A,8B 9A,9B",상주캠퍼스 제5호관-412
1,교양,CLTR223-037,물리학실험 I,1,배홍섭,"월6A,6B 7A,7B",상주캠퍼스 제5호관-412
1,교양,CLTR223-038,물리학실험 I,1,배홍섭,"목8A,8B 9A,9B",상주캠퍼스 제5호관-412
1,전공,MAAT211-001,전산기계제도,3,우승민,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-312
1,전공,MAAT211-002,전산기계제도,3,우승민,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-312
2,전공,ACEN211-002,공업수학,3,이형일,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-309
2,전공,AUTO212-001,재료역학Ⅰ,3,이광호,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-308
2,전공,AUTO224-001,기초전기전자공학,3,서장호,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-309
2,전공,AUTO241-001,기초열역학,3,박병덕,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-308
2,전공,MECH332-002,유체역학,3,최인수,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-309
2,전공,MECH334-003,기계재료,3,조덕상,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-308
3,전공,AUTO311-001,기계요소설계Ⅰ,3,조덕상,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-301
3,전공,AUTO314-001,차량기관,3,최인수,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-301
3,전공,AUTO323-001,전기기기1,3,서장호,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-309
3,전공,AUTO352-001,차량전자제어,3,오상엽,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-301
3,전공,CHEN345-004,열전달,3,박병덕,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-301
4,전공,AUTO421-001,에너지시스템공학,3,박병덕,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-308
4,전공,AUTO422-001,차량사고공학,3,이광호,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-308
4,전공,AUTO427-001,전동기기초설계,3,서장호,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-309
4,전공,MECH428-001,연소공학,3,최인수,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-309
4,전공,SCED241-002,전자기학개론,3,서장호,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-308
2,전공,AUTO223-001,전산프로그래밍,3,장충선,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-312
2,전공,AUTO227-001,차량전기전자기초,3,오상엽,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-301
2,전공,MECH223-001,정역학,3,강병수,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-313
2,전공,MECH226-005,열역학,3,박병덕,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-308
2,전공,MECH331-004,고체역학,3,오상엽,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-301
2,전공,TEXT225-001,공학수학,3,이형일,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-308
3,전공,AUTO222-001,차량기전공학,3,김현기,"금2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-301
3,전공,AUTO312-001,전자제어엔진,3,최인수,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-301
3,전공,AUTO324-001,자동차기계진동,3,이형일,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-301
3,전공,AUTO351-001,센서및계측공학,3,김현기,"금6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-301
3,전공,MECH359-002,기계공작법,3,장충선,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-312
4,전공,AUTO411-001,생산자동화,3,장충선,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-312
4,전공,AUTO414-001,미래형자동차,3,오상엽,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-309
4,전공,AUTO415-001,차량소음진동,3,이형일,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-309
4,전공,ICOM352-001,웹서비스컴퓨팅,3,이용주,"월6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제5호관-302
*,교양,CLTR662-001,현대사회와 인간관계,3,이위환,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-308
*,교양,CLTR662-002,현대사회와 인간관계,3,이위환,"화7A,7B 8A,8B 9A,9B",상주캠퍼스 도서관 및 10호관-308
1,교양,CLTR045-032,논리와 비판적 사고,3,박효엽,"월1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-405
1,교양,CLTR045-033,논리와 비판적 사고,3,박효엽,"월7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-405
1,교양,CLTR213-037,물리학 I,3,공대정,"수1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-305
1,교양,CLTR213-038,물리학 I,3,공대정,"수7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-303
1,교양,CLTR223-039,물리학실험 I,1,배홍섭,"화1A,1B 2A,2B",상주캠퍼스 제5호관-412
1,교양,CLTR223-040,물리학실험 I,1,배홍섭,"화3A,3B 4A,4B",상주캠퍼스 제5호관-412
1,교양,CLTR223-041,물리학실험 I,1,배홍섭,"수1A,1B 2A,2B",상주캠퍼스 제5호관-412
1,교양,CLTR223-042,물리학실험 I,1,배홍섭,"수3A,3B 4A,4B",상주캠퍼스 제5호관-412
1,교양,CLTR515-003,과학기술과 윤리,3,이향연,"월7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-301
1,교양,CLTR515-004,과학기술과 윤리,3,홍인식,"월1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-301
2,전공필수,AMSE211-001,세라믹재료,3,박지영,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제3호관-307
2,전공필수,AMSE213-001,재료공학Ⅰ,3,노종욱,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-110
2,전공필수,AMSE214-001,결정학개론 및 실험,3,조태식,"월6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제2호관-201
2,전공,AMSE221-001,금속재료,3,김지식,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-110
2,전공,AMSE231-001,전기화학개론,3,김원경,"금7A,7B 8A,8B 9A,9B",상주캠퍼스 제2호관-110
2,전공,AMSE242-001,세라믹물리화학,3,김영호,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-110
3,전공,AMSE331-001,재료분석기기학,3,노종욱,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-110
3,전공,AMSE341-001,세라믹공정 및 실험,3,박지영,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제3호관-307
3,전공,AMSE344-001,재료강도방법론,3,김지식,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-110
3,전공,AMSE433-001,자성재료기초 및 실험,3,조태식,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제2호관-201
3,전공,CHEN610-001,반도체공정,3,김혁종,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-110
4,전공,AMSE421-001,전기전자재료,3,김지수,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-201
4,전공,AMSE422-001,태양전지재료,3,조태식,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-201
4,전공,AMSE423-001,철강신소재,3,김혁종,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제2호관-201
4,전공,AMSE424-001,정보디스플레이공학,3,김원경,"금3A,3B 4A,4B 5A,5B",상주캠퍼스 제2호관-110
4,교직,TCHR547-001,요업교재연구및지도법,3,김영호,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제2호관-201
2,전공,CHEN252-002,무기화학,3,정맹준,"수4A,4B 5A,5B 6A,6B",상주캠퍼스 제3호관-304
2,전공,TEXT225-002,공학수학,3,송영대,"수7A,7B 8A,8B 9A,9B",상주캠퍼스 제3호관-304
3,전공,CHEM503-008,분석화학,3,정맹준,"화1A,1B 2A,2B 3A,3B",상주캠퍼스 제3호관-304
3,전공,NANO233-001,나노환경공학,3,김진우,"수7A,7B 8A,8B 9A,9B",상주캠퍼스 제5호관-307
3,전공,NANO304-001,유기나노공학,3,오동원,"화4A,4B 5A,5B 6A,6B",상주캠퍼스 제3호관-304
4,전공,NANO221-001,무기나노재료,3,정맹준,"수1A,1B 2A,2B 3A,3B",상주캠퍼스 제3호관-304
4,전공,NANO324-001,나노고분자화학,3,오동원,"화7A,7B 8A,8B 9A,9B",상주캠퍼스 제3호관-304
4,전공,NANO325-001,연료전지 및 2차전지 재료,3,김진우,"수4A,4B 5A,5B 6A,6B",상주캠퍼스 제5호관-307
2,전공,CHEM502-001,물리화학,3,박수진,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-109
2,전공,CHEM504-003,유기화학,3,최현국,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-108
2,전공,CHME215-001,바이오에너지,3,임미애,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-108
2,전공,CHME216-001,에너지화공개론,3,김문갑,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-108
2,전공,CHME217-001,공정기초양론1,3,이영세,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-108
2,전공,CHME221-001,무기 에너지화학 및 소재,3,이기영,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-108
3,전공,CHEM355-002,고분자화학,3,최현국,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-109
3,전공,CHEN341-004,화공유체역학,3,임미애,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-108
3,전공,CHME230-001,에너지공학 및 실험,3,박수진,"목6A,6B 7A,7B",상주캠퍼스 제7호관-108
3,전공,CHME231-001,이차전지,3,이기영,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-109
3,전공,CHME243-001,화공분석화학 및 실험,3,최현국,"월6A,6B 7A,7B",상주캠퍼스 제7호관-109
3,전공,CHME244-002,열역학1,3,김문갑,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-109
3,교직,TCHR642-001,공업교육론,3,박수진,"금2A,2B 3A,3B 4A,4B",상주캠퍼스 제7호관-108
4,전공,CHME238-001,공학경제,3,김문갑,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-109
4,전공,CHME239-001,단위조작실험,3,이영세,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제7호관-407
4,전공,CHME239-002,단위조작실험,3,이영세,"수6A,6B 7A,7B",상주캠퍼스 제7호관-109
4,전공,CHME240-001,수소에너지,3,임미애,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-211
4,전공,EESO214-001,연료전지,3,이기영,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제7호관-108
*,교양,CLTR055-002,연극의이해,3,김창우,"월4A,4B,5A 5B,6A,6B",상주캠퍼스 제9호관-115
*,교양,CLTR190-002,젠더와 사회,3,박경,"목4A,4B,5A 5B,6A,6B",상주캠퍼스 제9호관-101
*,교양,CLTR622-001,음식문화와 건강,3,박모라,"수7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-115
1,교양,CLTR094-003,문화인류학의이해,3,정유진,"목4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-405
1,교양,CLTR246-023,일반생명과학Ⅰ,3,최찬익,"수7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-106
1,전공,FSCI203-001,식생활과문화,3,박모라,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-115
1,전공,FSNU323-001,식품학,3,강우원,"월5A,5B 6A,6B 7A,7B",상주캠퍼스 제9호관-106
1,전공,FSNU428-002,조리원리,3,문재남,"목1A,1B 2A,2B 3A,3B",상주캠퍼스 제9호관-115
2,전공,BIOF303-002,식품미생물학 및 실험,3,최찬익,"목2A,2B 3A,3B 4A,4B 5A,5B",상주캠퍼스 제9호관-105
2,전공,BIOF303-003,식품미생물학 및 실험,3,최찬익,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-105
2,전공,FOOD328-003,식품가공학,3,김종국,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-109
2,전공,FOSE215-001,외식영양관리론,3,우명남,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-109
2,전공,FOSE220-001,식품기초화학,3,강우원,"화5A,5B 6A,6B 7A,7B",상주캠퍼스 제9호관-103
2,전공,FOSE326-001,외식산업마케팅,3,추윤경,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-109
3,전공,FOOD571-002,식품위생학,3,최찬익,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-106
3,전공,FOSE316-001,건강기능성식품학,3,김종국,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-106
3,전공,FOSE323-001,식음료관리 및 실습,3,임상효,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-218
3,전공,FOSE324-001,서비스경영 및 실습,3,추윤경,"월2A,2B 3A,3B 4A,4B 5A,5B",상주캠퍼스 제9호관-109
3,전공,FSFN301-001,서양조리 및 실습,3,김결호,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제3호관-201
3,교직,TCHR447-001,조리교육론,3,박모라,"월7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-102
4,전공,FOBI221-001,식품생화학,3,손수정,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-106
4,전공,FOSE212-001,한국전통조리 및 실습,2,김귀영,"월4A,4B 5A,5B 6A,6B",상주캠퍼스 제3호관-201
4,전공,FOSE317-001,식품품질관리 및 관능평가,2,이수원,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-105
4,전공,FOSE325-001,외식문화론,3,박모라,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-109
4,전공,FOSE341-001,HACCP 이론 및 실습,2,최찬익,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-105
4,교직,TCHR449-001,조리논리및논술지도,3,김귀영,"월7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-105
*,교양,CLTR107-002,자연과환경,3,정맹준,"수7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-405
*,교양,CLTR583-002,일본대중문화의 이해,3,윤유찬,"월4A,4B,5A 5B,6A,6B",상주캠퍼스 제9호관-103
1,교양,CLTR044-009,철학의이해,3,박효엽,"월4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-305
1,교양,CLTR045-034,논리와 비판적 사고,3,박대원,"수1A,1B,2A 2B,3A,3B",상주캠퍼스 제9호관-115
1,교양,CLTR215-039,화학 I,3,최현국,"화7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-303
1,교양,CLTR515-005,과학기술과 윤리,3,이진현,"화1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-303
1,전공,TEXT212-001,섬유공학개론,3,전종영,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-219
2,전공,TEXT211-001,섬유계면과학1,3,서영호,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-204
2,전공필수,TEXT213-001,섬유물리학1,3,최재우,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-101
2,전공,TEXT214-001,고분자과학1,3,전종영,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-219
2,전공,TEXT225-003,공학수학,3,채동욱,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-106
2,전공,TEXT226-001,방적공학,3,채동욱,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-106
3,전공필수,TEXT311-001,염색공학1,3,서영호,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-204
3,전공필수,TEXT312-001,섬유가공학1,3,정민기,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-106
3,전공,TEXT313-001,섬유품질관리,3,최재우,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-101
3,전공,TEXT314-001,천연섬유고분자학,3,전종영,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-219
3,전공,TEXT315-001,섬유시험법 및 실험,3,채동욱,"수6A,6B 7A,7B",상주캠퍼스 제8호관-106
3,전공,TEXT316-001,섬유형성공정학,3,채동욱,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-106
4,전공,TEXT411-001,날염학 및 실습,3,정민기,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-204
4,전공,TEXT412-001,고성능섬유,3,신봉섭,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-204
4,전공,TEXT413-001,직물구조 및 분해설계,3,최재우,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-101
4,전공,TEXT414-001,기기분석 및 실습,3,전종영,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-219
*,교양,CLTR043-007,서양의역사와문화,3,강미경,"화1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-405
*,교양,CLTR641-001,영화와 패션철학,3,박옥미,"월7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-305
*,교양,CLTR642-001,현대디자인사,3,허정선,"목4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-301
1,교양,CLTR205-038,대학글쓰기,3,,"목1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-211
1,교양,CLTR205-039,대학글쓰기,3,,"목1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-404
1,전공,FASH203-001,색채와조형,3,박옥미,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-304
1,전공,FASH203-002,색채와조형,3,박옥미,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-304
1,전공,FASH210-001,패션드로잉,3,김재희,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-317
1,전공,FASH210-002,패션드로잉,3,조윤수,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-317
1,전공,FASH249-001,기초패턴설계,3,이수경,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-302
1,전공,FASH249-002,기초패턴설계,3,이수경,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-302
1,전공,FASH256-001,섬유고분자화학,3,이광우,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-104
2,교양,CLTR045-035,논리와 비판적 사고,3,김상현,"목1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-305
2,전공,FASH202-001,패션섬유재료학1,3,이광우,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-104
2,전공,FASH209-001,한국전통의상연구,3,서화숙,"월6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-302
2,전공,FASH209-002,한국전통의상연구,3,서화숙,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-302
2,전공,FASH218-001,컴퓨터텍스타일디자인,3,오임경,"금1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-310
2,전공,FASH218-002,컴퓨터텍스타일디자인,3,오임경,"금6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 도서관 및 10호관-310
2,전공,FASH251-001,크리에이티브 패션일러스트레이션,3,김남희,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-318
2,전공,FASH251-002,크리에이티브 패션일러스트레이션,3,이나현,"금1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-317
2,전공,FASH255-001,서양복식사,3,이현옥,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-104
3,전공,FASH214-001,컴퓨터패턴디자인,3,송정아,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-318
3,전공,FASH214-002,컴퓨터패턴디자인,3,송정아,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-318
3,전공,FASH215-001,패션스타일링,3,배윤지,"월1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-317
3,전공,FASH215-002,패션스타일링,3,배윤지,"월6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-317
3,전공,FASH216-001,패션제품기획,3,박현희,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-318
3,전공,FASH217-001,신소재패션섬유,3,이광우,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-104
3,전공,FASH218-003,컴퓨터텍스타일디자인,3,신현숙,"목1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-310
3,전공,FASH218-004,컴퓨터텍스타일디자인,3,신현숙,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 도서관 및 10호관-310
3,전공,FASH240-001,하이테크 패션 패브릭,3,이운영,"목1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-304
3,전공,FASH240-002,하이테크 패션 패브릭,3,이운영,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-304
4,전공,FASH225-001,피복관리및위생학,3,김태연,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-104
4,전공,FASH227-001,패션제품구매유통,3,박현희,"금2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-318
4,전공,FASH230-001,패션아트&디자인,3,박옥미,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-304
4,전공,FASH230-002,패션아트&디자인,3,박옥미,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-304
4,전공,FASH241-001,패션컬렉션-캡스톤디자인,3,허정선,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-317
4,전공,FASH241-002,패션컬렉션-캡스톤디자인,3,허정선,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-317
4,전공,FASH242-001,의류제품생산설계-캡스톤디자인,3,이종석,"화1A,1B",상주캠퍼스 제9호관-302
4,전공,FASH242-002,의류제품생산설계-캡스톤디자인,3,이종석,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-302
4,교직,TCHR522-011,학교현장실습,2,이광호,,-
4,교직,TCHR540-001,의상교과교육론,3,송정아,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-318
*,교양,CLTR021-004,시사영어,3,캐서린 조,"목4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-303
*,교양,CLTR085-016,경영의이해,3,문계완,"화7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-305
*,교양,CLTR689-004,미래산업과 직업선택,3,김준현,"수4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-308
1,전공,AERO211-001,위성정보학개론,3,김성재,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-101
1,전공,AERO212-001,융복합공업수학,3,이수헌,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-106
1,교양,CLTR003-013,실용화법,3,김정아,"금1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-405
1,교양,CLTR211-045,수학 I,3,,"목1A,1B,2A 2B,3A,3B",상주캠퍼스 제9호관-101
1,교양,CLTR213-039,물리학 I,3,김창득,"수1A,1B,2A 2B,3A,3B",상주캠퍼스 제9호관-101
1,교양,CLTR223-043,물리학실험 I,1,배홍섭,"수6A,6B 7A,7B",상주캠퍼스 제5호관-412
